Name,Rating,Rating Count,Detailed Ratings,Price Category,Address,Lat,Lon,ZipCode
Noula Restaurant,4.9,138,"{'Rating 5 ': 129.0, 'Rating 4 ': 7.0, 'Rating 3 ': 1.0, 'Rating 2 ': 0.0, 'Rating 1 ': 1.0}",2,"5 Martense St, Brooklyn, NY 11226",40.651369,-73.9585179,11226
D'Patrones Deli,4.4,30,"{'Rating 5 ': 22.0, 'Rating 4 ': 4.0, 'Rating 3 ': 0.0, 'Rating 2 ': 1.0, 'Rating 1 ': 3.0}",2,"1117 Summit Ave, Union City, NJ 07087",40.7610314,-74.0421794,07087
Aroma & Sabor Restaurant,4.7,106,"{'Rating 5 ': 92.0, 'Rating 4 ': 4.0, 'Rating 3 ': 5.0, 'Rating 2 ': 1.0, 'Rating 1 ': 4.0}",,"294 Park Ave, Newark, NJ 07107",40.7593287,-74.1884096,07107
არგო,4.6,412,"{'Rating 5 ': 335.0, 'Rating 4 ': 45.0, 'Rating 3 ': 9.0, 'Rating 2 ': 7.0, 'Rating 1 ': 16.0}",2,"1985 Coney Island Ave, Brooklyn, NY 11223",40.6088299,-73.9618304,11223
Yemen Café,4.5,2932,"{'Rating 5 ': 2214.0, 'Rating 4 ': 400.0, 'Rating 3 ': 145.0, 'Rating 2 ': 59.0, 'Rating 1 ': 114.0}",2,"176 Atlantic Ave, Brooklyn, NY 11201",40.6898526,-73.9936946,11201
"Los Amigos Restaurant, LLC",4.2,90,"{'Rating 5 ': 60.0, 'Rating 4 ': 10.0, 'Rating 3 ': 9.0, 'Rating 2 ': 2.0, 'Rating 1 ': 9.0}",2,"395 Central Ave, Jersey City, NJ 07307",40.7482997,-74.0480542,07307
Clinton St. Baking Company,4.4,5033,"{'Rating 5 ': 3233.0, 'Rating 4 ': 1080.0, 'Rating 3 ': 422.0, 'Rating 2 ': 130.0, 'Rating 1 ': 168.0}",2,"4 Clinton St, New York, NY 10002",40.721264,-73.9838497,10002
Melany Restaurant,3.8,563,"{'Rating 5 ': 261.0, 'Rating 4 ': 137.0, 'Rating 3 ': 44.0, 'Rating 2 ': 40.0, 'Rating 1 ': 81.0}",1,"785 Flatbush Ave, Brooklyn, NY 11226",40.6535007,-73.9592644,11226
Kitchen Grill,4.6,197,"{'Rating 5 ': 160.0, 'Rating 4 ': 19.0, 'Rating 3 ': 6.0, 'Rating 2 ': 5.0, 'Rating 1 ': 7.0}",2,"914 a Fulton St, Brooklyn, NY 11238",40.6828375,-73.9644609,11238
La Casona Cafe Restaurant,4.7,189,"{'Rating 5 ': 159.0, 'Rating 4 ': 18.0, 'Rating 3 ': 4.0, 'Rating 2 ': 3.0, 'Rating 1 ': 5.0}",1,"598 21st Ave, Paterson, NJ 07513",40.9053308,-74.1475929,07513
Sofia,4.3,78,"{'Rating 5 ': 60.0, 'Rating 4 ': 3.0, 'Rating 3 ': 5.0, 'Rating 2 ': 2.0, 'Rating 1 ': 8.0}",1,"187 Suydam St, Brooklyn, NY 11221",40.700282,-73.9257064,11221
DIG,4.1,50,"{'Rating 5 ': 37.0, 'Rating 4 ': 0.0, 'Rating 3 ': 2.0, 'Rating 2 ': 4.0, 'Rating 1 ': 7.0}",2,"138 Willoughby St, Brooklyn, NY 11201",40.6919798,-73.9831684,11201
Daily Provisions - Cobble Hill,4.2,48,"{'Rating 5 ': 29.0, 'Rating 4 ': 11.0, 'Rating 3 ': 2.0, 'Rating 2 ': 2.0, 'Rating 1 ': 4.0}",2,"151 Court St, Brooklyn, NY 11201",40.6890075,-73.992525,11201
Joia Restaurant,4.4,340,"{'Rating 5 ': 239.0, 'Rating 4 ': 49.0, 'Rating 3 ': 21.0, 'Rating 2 ': 8.0, 'Rating 1 ': 23.0}",2,"1100 Frank E Rodgers Blvd S, Harrison, NJ 07029",40.7360623,-74.155157,07029
Chadwick's,4.6,771,"{'Rating 5 ': 560.0, 'Rating 4 ': 164.0, 'Rating 3 ': 28.0, 'Rating 2 ': 8.0, 'Rating 1 ': 11.0}",2,"8822 3rd Ave, Brooklyn, NY 11209",40.6215901,-74.0320454,11209
Phở Grand,4.1,847,"{'Rating 5 ': 449.0, 'Rating 4 ': 208.0, 'Rating 3 ': 101.0, 'Rating 2 ': 24.0, 'Rating 1 ': 65.0}",1,"277C Grand St, New York, NY 10002",40.7176857,-73.9927822,10002
Marcystela Restaurant,4.1,16,"{'Rating 5 ': 11.0, 'Rating 4 ': 0.0, 'Rating 3 ': 2.0, 'Rating 2 ': 1.0, 'Rating 1 ': 2.0}",,"145 Wilson Ave, Newark, NJ 07105",40.7237256,-74.1511085,07105
La Bohème Restaurant,4.5,222,"{'Rating 5 ': 166.0, 'Rating 4 ': 27.0, 'Rating 3 ': 7.0, 'Rating 2 ': 9.0, 'Rating 1 ': 13.0}",,"233 Clinton St, Hoboken, NJ 07030",40.7406897,-74.0345202,07030
Myrna's Restaurant,4.1,261,"{'Rating 5 ': 153.0, 'Rating 4 ': 57.0, 'Rating 3 ': 17.0, 'Rating 2 ': 3.0, 'Rating 1 ': 31.0}",2,"307 Kearny Ave, Kearny, NJ 07032",40.761526,-74.1506178,07032
Connolly's,4.4,4107,"{'Rating 5 ': 2569.0, 'Rating 4 ': 1038.0, 'Rating 3 ': 307.0, 'Rating 2 ': 79.0, 'Rating 1 ': 114.0}",2,"121 W 45th St, New York, NY 10036",40.7573681,-73.9835798,10036
M & K,4.2,278,"{'Rating 5 ': 156.0, 'Rating 4 ': 64.0, 'Rating 3 ': 27.0, 'Rating 2 ': 13.0, 'Rating 1 ': 18.0}",1,"190 Bay St, Staten Island, NY 10301",40.6374591,-74.0769797,10301
River Deli,4.4,479,"{'Rating 5 ': 330.0, 'Rating 4 ': 84.0, 'Rating 3 ': 34.0, 'Rating 2 ': 12.0, 'Rating 1 ': 19.0}",2,"32 Joralemon St, Brooklyn, NY 11201",40.6936541,-73.9984793,11201
Terrace Restaurant & Bakery,4.8,562,"{'Rating 5 ': 505.0, 'Rating 4 ': 37.0, 'Rating 3 ': 13.0, 'Rating 2 ': 3.0, 'Rating 1 ': 4.0}",2,"280 5th Ave, Brooklyn, NY 11215",40.6742312,-73.9823146,11215
A Shen Zhou Restaurant,4.1,50,"{'Rating 5 ': 31.0, 'Rating 4 ': 8.0, 'Rating 3 ': 3.0, 'Rating 2 ': 1.0, 'Rating 1 ': 7.0}",2,"159 Wilson Ave, Brooklyn, NY 11237",40.7002586,-73.9246614,11237
Taco Bell,4.1,1545,"{'Rating 5 ': 807.0, 'Rating 4 ': 367.0, 'Rating 3 ': 187.0, 'Rating 2 ': 50.0, 'Rating 1 ': 134.0}",1,"508 Washington Ave, Belleville, NJ 07109",40.7981208,-74.1475957,07109
Luigi's Restaurant,3.8,122,"{'Rating 5 ': 68.0, 'Rating 4 ': 13.0, 'Rating 3 ': 14.0, 'Rating 2 ': 6.0, 'Rating 1 ': 21.0}",2,"54 Mt Vernon St, Ridgefield Park, NJ 07660",40.8570346,-74.0256187,07660
El Cuencanito,3.9,521,"{'Rating 5 ': 264.0, 'Rating 4 ': 108.0, 'Rating 3 ': 48.0, 'Rating 2 ': 23.0, 'Rating 1 ': 78.0}",1,"99-12 Alstyne Ave, Queens, NY 11368",40.7435417,-73.8625259,11368
IKEA Restaurant,4.2,252,"{'Rating 5 ': 144.0, 'Rating 4 ': 60.0, 'Rating 3 ': 24.0, 'Rating 2 ': 10.0, 'Rating 1 ': 14.0}",1,"1000 Ikea Dr, Elizabeth, NJ 07201",40.675423,-74.1695676,07201
Latinos Restaurant Bar,4.8,8,"{'Rating 5 ': 7.0, 'Rating 4 ': 0.0, 'Rating 3 ': 1.0, 'Rating 2 ': 0.0, 'Rating 1 ': 0.0}",,"2030 Richmond Terrace, Staten Island, NY 10302",40.6400404,-74.1309924,10302
Mary's Restaurant,4.4,472,"{'Rating 5 ': 323.0, 'Rating 4 ': 81.0, 'Rating 3 ': 33.0, 'Rating 2 ': 17.0, 'Rating 1 ': 18.0}",1,"18 Myrtle Ave, Passaic, NJ 07055",40.861685,-74.1323728,07055
Holland Bay Restaurant,4.7,126,"{'Rating 5 ': 101.0, 'Rating 4 ': 14.0, 'Rating 3 ': 7.0, 'Rating 2 ': 2.0, 'Rating 1 ': 2.0}",1,"78 Victory Blvd, Staten Island, NY 10301",40.6379451,-74.0792012,10301
7 Old Fulton,3.5,488,"{'Rating 5 ': 226.0, 'Rating 4 ': 60.0, 'Rating 3 ': 48.0, 'Rating 2 ': 41.0, 'Rating 1 ': 113.0}",3,"7 Old Fulton St, Brooklyn, NY 11201",40.7029533,-73.9938431,11201
Las Chelitas,4.5,177,"{'Rating 5 ': 132.0, 'Rating 4 ': 25.0, 'Rating 3 ': 9.0, 'Rating 2 ': 3.0, 'Rating 1 ': 8.0}",2,"7312 13th Ave, Brooklyn, NY 11228",40.6213263,-74.0067324,11228
Gram Bangla Restaurant,3.5,133,"{'Rating 5 ': 66.0, 'Rating 4 ': 12.0, 'Rating 3 ': 11.0, 'Rating 2 ': 4.0, 'Rating 1 ': 40.0}",,"7605 101st Ave, Queens, NY 11416",40.6800786,-73.8612071,11416
Anatolia Restaurant,4.8,202,"{'Rating 5 ': 182.0, 'Rating 4 ': 7.0, 'Rating 3 ': 4.0, 'Rating 2 ': 2.0, 'Rating 1 ': 7.0}",1,"1021 Main St, Paterson, NJ 07503",40.8933022,-74.1580248,07503
Leaf,3.7,177,"{'Rating 5 ': 97.0, 'Rating 4 ': 20.0, 'Rating 3 ': 11.0, 'Rating 2 ': 13.0, 'Rating 1 ': 36.0}",1,"1161 Myrtle Ave, Brooklyn, NY 11206",40.6972241,-73.9344929,11206
Panna II Garden Indian Restaurant,3.5,936,"{'Rating 5 ': 379.0, 'Rating 4 ': 171.0, 'Rating 3 ': 102.0, 'Rating 2 ': 74.0, 'Rating 1 ': 210.0}",1,"93 1st Ave. #2, New York, NY 10003",40.726272,-73.986521,10003
Lido Restaurant,4.2,655,"{'Rating 5 ': 408.0, 'Rating 4 ': 125.0, 'Rating 3 ': 47.0, 'Rating 2 ': 24.0, 'Rating 1 ': 51.0}",1,"701 Main St, Hackensack, NJ 07601",40.9012096,-74.0417019,07601
Gottlieb's Restaurant,4.6,994,"{'Rating 5 ': 793.0, 'Rating 4 ': 97.0, 'Rating 3 ': 48.0, 'Rating 2 ': 19.0, 'Rating 1 ': 37.0}",2,"352 Roebling St #6240, Brooklyn, NY 11211",40.7077159,-73.961362,11211
Clark's Restaurant,4.4,1397,"{'Rating 5 ': 931.0, 'Rating 4 ': 284.0, 'Rating 3 ': 78.0, 'Rating 2 ': 44.0, 'Rating 1 ': 60.0}",2,"80 Clark St, Brooklyn, NY 11201",40.6974361,-73.9932444,11201
QDOBA Mexican Eats,4,534,"{'Rating 5 ': 270.0, 'Rating 4 ': 133.0, 'Rating 3 ': 48.0, 'Rating 2 ': 22.0, 'Rating 1 ': 61.0}",1,"905 Bayonne Crossing Way, Bayonne, NJ 07002",40.6607821,-74.1083157,07002
Asia Glatt Kosher,4.4,490,"{'Rating 5 ': 349.0, 'Rating 4 ': 64.0, 'Rating 3 ': 37.0, 'Rating 2 ': 9.0, 'Rating 1 ': 31.0}",2,"4813 New Utrecht Ave, Brooklyn, NY 11219",40.6369407,-73.9944782,11219
Lahore Restaurant and Catering,4.5,1616,"{'Rating 5 ': 1246.0, 'Rating 4 ': 139.0, 'Rating 3 ': 69.0, 'Rating 2 ': 47.0, 'Rating 1 ': 115.0}",2,"1277 Paterson Plank Rd, Secaucus, NJ 07094",40.7897093,-74.0574795,07094
Sabor de Colombia Restaurant and Bakery,4.3,482,"{'Rating 5 ': 354.0, 'Rating 4 ': 41.0, 'Rating 3 ': 28.0, 'Rating 2 ': 9.0, 'Rating 1 ': 50.0}",2,"4601 5th Ave, Brooklyn, NY 11220",40.6471804,-74.007895,11220
Don Julio,4.1,1308,"{'Rating 5 ': 750.0, 'Rating 4 ': 277.0, 'Rating 3 ': 106.0, 'Rating 2 ': 53.0, 'Rating 1 ': 122.0}",2,"50 Marshall St, Elizabeth, NJ 07206",40.6455231,-74.1890564,07206
San Jose Restaurant,4.4,607,"{'Rating 5 ': 418.0, 'Rating 4 ': 98.0, 'Rating 3 ': 43.0, 'Rating 2 ': 12.0, 'Rating 1 ': 36.0}",1,"109 E 153rd St, Bronx, NY 10451",40.8240509,-73.9279403,10451
Golden Krust Caribbean Restaurant,3.7,128,"{'Rating 5 ': 56.0, 'Rating 4 ': 25.0, 'Rating 3 ': 19.0, 'Rating 2 ': 7.0, 'Rating 1 ': 21.0}",1,"918 Fulton St, Brooklyn, NY 11238",40.6827892,-73.9642465,11238
Oporto Restaurant,4.7,30,"{'Rating 5 ': 27.0, 'Rating 4 ': 1.0, 'Rating 3 ': 0.0, 'Rating 2 ': 0.0, 'Rating 1 ': 2.0}",2,"141 Fleming Ave, Newark, NJ 07105",40.7322309,-74.1408511,07105
Wo Hop,4.4,3447,"{'Rating 5 ': 2345.0, 'Rating 4 ': 587.0, 'Rating 3 ': 240.0, 'Rating 2 ': 120.0, 'Rating 1 ': 155.0}",2,"17 Mott St, New York, NY 10013",40.7142762,-73.998921,10013
Konoz Restaurant,4.8,224,"{'Rating 5 ': 202.0, 'Rating 4 ': 15.0, 'Rating 3 ': 2.0, 'Rating 2 ': 1.0, 'Rating 1 ': 4.0}",2,"16 Clinton St, Newark, NJ 07102",40.736385,-74.1707317,07102
Golden Krust Caribbean Restaurant,3.5,102,"{'Rating 5 ': 39.0, 'Rating 4 ': 19.0, 'Rating 3 ': 14.0, 'Rating 2 ': 11.0, 'Rating 1 ': 19.0}",1,"823 Franklin Ave, Brooklyn, NY 11225",40.670104,-73.958024,11225
GOLDEN WUISH (THE DUCKHOUSE),4.4,243,"{'Rating 5 ': 178.0, 'Rating 4 ': 23.0, 'Rating 3 ': 14.0, 'Rating 2 ': 8.0, 'Rating 1 ': 20.0}",2,"6 Platt St, New York, NY 10038",40.70733,-74.0063713,10038
Shake Shack Empire Outlets - Staten Island Ferry,4.3,1104,"{'Rating 5 ': 654.0, 'Rating 4 ': 247.0, 'Rating 3 ': 108.0, 'Rating 2 ': 31.0, 'Rating 1 ': 64.0}",2,"35 Richmond Ter Space 323, Staten Island, NY 10301",40.6437927,-74.0759289,10301
Veselka,4.6,6706,"{'Rating 5 ': 4806.0, 'Rating 4 ': 1283.0, 'Rating 3 ': 371.0, 'Rating 2 ': 128.0, 'Rating 1 ': 118.0}",2,"144 2nd Ave, New York, NY 10003",40.7290155,-73.9871139,10003
Tom’s Restaurant,4.4,2436,"{'Rating 5 ': 1518.0, 'Rating 4 ': 570.0, 'Rating 3 ': 191.0, 'Rating 2 ': 84.0, 'Rating 1 ': 73.0}",1,"782 Washington Ave, Brooklyn, NY 11238",40.6744671,-73.9632833,11238
Paradise,4.2,188,"{'Rating 5 ': 107.0, 'Rating 4 ': 39.0, 'Rating 3 ': 23.0, 'Rating 2 ': 7.0, 'Rating 1 ': 12.0}",2,"1021 Ogden Ave, Bronx, NY 10452",40.8335843,-73.9292573,10452
Cinderellas Mexican Restaurant,4,191,"{'Rating 5 ': 109.0, 'Rating 4 ': 33.0, 'Rating 3 ': 14.0, 'Rating 2 ': 3.0, 'Rating 1 ': 32.0}",2,"108 Victory Blvd, Staten Island, NY 10301",40.6374952,-74.0799035,10301
I Love Paraguay Restaurant,4.6,1154,"{'Rating 5 ': 891.0, 'Rating 4 ': 158.0, 'Rating 3 ': 55.0, 'Rating 2 ': 15.0, 'Rating 1 ': 35.0}",2,"4316 Greenpoint Ave, Queens, NY 11104",40.7409452,-73.9214274,11104
Paladar Restaurant Ecuatoriano,4.2,78,"{'Rating 5 ': 52.0, 'Rating 4 ': 9.0, 'Rating 3 ': 5.0, 'Rating 2 ': 2.0, 'Rating 1 ': 10.0}",1,"785-B Main Ave, Passaic, NJ 07055",40.8644411,-74.1297537,07055
Bo Ky,4,1210,"{'Rating 5 ': 578.0, 'Rating 4 ': 324.0, 'Rating 3 ': 153.0, 'Rating 2 ': 48.0, 'Rating 1 ': 107.0}",1,"80 Bayard St, New York, NY 10013",40.7158191,-73.998629,10013
The Little Food Cafe,4.4,654,"{'Rating 5 ': 459.0, 'Rating 4 ': 117.0, 'Rating 3 ': 18.0, 'Rating 2 ': 18.0, 'Rating 1 ': 42.0}",1,"330 John F. Kennedy Blvd, Bayonne, NJ 07002",40.6575153,-74.1300022,07002
Spanish Pavillion Restaurant,4.4,1238,"{'Rating 5 ': 829.0, 'Rating 4 ': 242.0, 'Rating 3 ': 79.0, 'Rating 2 ': 33.0, 'Rating 1 ': 55.0}",2,"31 Harrison Ave, Harrison, NJ 07029",40.745361,-74.16336,07029
El Cofre,4.1,345,"{'Rating 5 ': 183.0, 'Rating 4 ': 84.0, 'Rating 3 ': 28.0, 'Rating 2 ': 13.0, 'Rating 1 ': 37.0}",1,"454 Myrtle Ave, Brooklyn, NY 11205",40.6931255,-73.9673263,11205
Park Plaza,4.3,1351,"{'Rating 5 ': 742.0, 'Rating 4 ': 373.0, 'Rating 3 ': 141.0, 'Rating 2 ': 47.0, 'Rating 1 ': 48.0}",2,"220 Cadman Plz W, Brooklyn, NY 11201",40.6979881,-73.9917184,11201
Peru Pa' Ti,4.3,246,"{'Rating 5 ': 165.0, 'Rating 4 ': 39.0, 'Rating 3 ': 18.0, 'Rating 2 ': 8.0, 'Rating 1 ': 16.0}",2,"1904 Bergenline Ave, Union City, NJ 07087",40.7643577,-74.0343689,07087
Fava Restaurant,5,37,"{'Rating 5 ': 36.0, 'Rating 4 ': 1.0, 'Rating 3 ': 0.0, 'Rating 2 ': 0.0, 'Rating 1 ': 0.0}",2,"2009 Victory Blvd, Staten Island, NY 10314",40.6127565,-74.1305873,10314
Golden Eagle Restaurant,4.1,393,"{'Rating 5 ': 201.0, 'Rating 4 ': 104.0, 'Rating 3 ': 43.0, 'Rating 2 ': 16.0, 'Rating 1 ': 29.0}",1,"975 Morris Park Ave, Bronx, NY 10462",40.848044,-73.857011,10462
Andros Restaurant,4.1,1083,"{'Rating 5 ': 619.0, 'Rating 4 ': 228.0, 'Rating 3 ': 88.0, 'Rating 2 ': 38.0, 'Rating 1 ': 110.0}",2,"6 Wilson Ave, Newark, NJ 07105",40.7277807,-74.1557222,07105
Ferdinando's Focacceria,4.6,469,"{'Rating 5 ': 356.0, 'Rating 4 ': 63.0, 'Rating 3 ': 20.0, 'Rating 2 ': 15.0, 'Rating 1 ': 15.0}",2,"151 Union St, Brooklyn, NY 11231",40.6842674,-74.001826,11231
Joseph's Restaurant,4.5,287,"{'Rating 5 ': 197.0, 'Rating 4 ': 55.0, 'Rating 3 ': 27.0, 'Rating 2 ': 6.0, 'Rating 1 ': 2.0}",3,"3 Hanover Square, New York, NY 10004",40.7048499,-74.0095927,10004
Sawadeja Thai Restaurant,4.6,375,"{'Rating 5 ': 292.0, 'Rating 4 ': 43.0, 'Rating 3 ': 19.0, 'Rating 2 ': 6.0, 'Rating 1 ': 15.0}",2,"64 Market St, Clifton, NJ 07012",40.8457843,-74.1607062,07012
Golden Krust Caribbean Restaurant,3.7,99,"{'Rating 5 ': 39.0, 'Rating 4 ': 25.0, 'Rating 3 ': 12.0, 'Rating 2 ': 11.0, 'Rating 1 ': 12.0}",1,"1862 Nostrand Ave, Brooklyn, NY 11226",40.6402298,-73.9486356,11226
Tropilyz 116th,4.1,449,"{'Rating 5 ': 235.0, 'Rating 4 ': 102.0, 'Rating 3 ': 57.0, 'Rating 2 ': 13.0, 'Rating 1 ': 42.0}",1,"164 W 116th St, New York, NY 10026",40.8028672,-73.9522614,10026
La Bella Vita restaurant,4.6,2118,"{'Rating 5 ': 1661.0, 'Rating 4 ': 226.0, 'Rating 3 ': 72.0, 'Rating 2 ': 58.0, 'Rating 1 ': 101.0}",2,"163 Mulberry St, New York, NY 10013",40.719798,-73.997406,10013
Rico Chimi Restaurant,4.1,478,"{'Rating 5 ': 291.0, 'Rating 4 ': 80.0, 'Rating 3 ': 39.0, 'Rating 2 ': 14.0, 'Rating 1 ': 54.0}",2,"1492 Myrtle Ave, Brooklyn, NY 11237",40.6991453,-73.9142989,11237
LILLI RESTAURANT,4.6,123,"{'Rating 5 ': 102.0, 'Rating 4 ': 9.0, 'Rating 3 ': 2.0, 'Rating 2 ': 6.0, 'Rating 1 ': 4.0}",,"1344 Utica Ave, Brooklyn, NY 11203",40.6396379,-73.9293459,11203
Haven Riverfront Restaurant and Bar,4.4,2132,"{'Rating 5 ': 1366.0, 'Rating 4 ': 433.0, 'Rating 3 ': 159.0, 'Rating 2 ': 66.0, 'Rating 1 ': 108.0}",3,"2 Main St, Edgewater, NJ 07020",40.8034313,-73.991049,07020
El Piloncito Restaurant & Multiservices,4.5,51,"{'Rating 5 ': 37.0, 'Rating 4 ': 8.0, 'Rating 3 ': 3.0, 'Rating 2 ': 1.0, 'Rating 1 ': 2.0}",2,"214 Essex St, Hackensack, NJ 07601",40.880517,-74.0531913,07601
Santoni's Pizzeria and Restaurant,4.4,545,"{'Rating 5 ': 388.0, 'Rating 4 ': 75.0, 'Rating 3 ': 25.0, 'Rating 2 ': 15.0, 'Rating 1 ': 42.0}",1,"42 Outwater Ln, Garfield, NJ 07026",40.880365,-74.117081,07026
Sushi Jiro Japanese Restaurant,,,{},1,"7308 3rd Ave, Brooklyn, NY 11209",40.6325492,-74.0275236,11209
Manhatta,4.6,1871,"{'Rating 5 ': 1488.0, 'Rating 4 ': 232.0, 'Rating 3 ': 72.0, 'Rating 2 ': 32.0, 'Rating 1 ': 47.0}",,"28 Liberty St 60th floor, New York, NY 10005",40.7079974,-74.0088826,10005
The Mark Restaurant by Jean-Georges,3.4,251,"{'Rating 5 ': 106.0, 'Rating 4 ': 29.0, 'Rating 3 ': 27.0, 'Rating 2 ': 27.0, 'Rating 1 ': 62.0}",,"25 E 77th St, New York, NY 10075",40.7753416,-73.9633279,10075
Mama Elena's Restaurant,4.3,236,"{'Rating 5 ': 159.0, 'Rating 4 ': 31.0, 'Rating 3 ': 20.0, 'Rating 2 ': 7.0, 'Rating 1 ': 19.0}",2,"395 21st Ave, Paterson, NJ 07513",40.9067203,-74.1567426,07513
Santo Domingo Restaurant,4,317,"{'Rating 5 ': 183.0, 'Rating 4 ': 55.0, 'Rating 3 ': 29.0, 'Rating 2 ': 11.0, 'Rating 1 ': 39.0}",1,"862 New Lots Ave, Brooklyn, NY 11208",40.6677721,-73.8789127,11208
Dosa Garden,4,310,"{'Rating 5 ': 174.0, 'Rating 4 ': 64.0, 'Rating 3 ': 20.0, 'Rating 2 ': 14.0, 'Rating 1 ': 38.0}",1,"323 Victory Blvd, Staten Island, NY 10301",40.634252,-74.085711,10301
La Llorona Restaurant Inc,4.4,79,"{'Rating 5 ': 57.0, 'Rating 4 ': 10.0, 'Rating 3 ': 2.0, 'Rating 2 ': 3.0, 'Rating 1 ': 7.0}",1,"6131 John F. Kennedy Blvd, North Bergen, NJ 07047",40.7930285,-74.0206575,07047
Bridge Coffee Shop,4.4,324,"{'Rating 5 ': 203.0, 'Rating 4 ': 77.0, 'Rating 3 ': 21.0, 'Rating 2 ': 10.0, 'Rating 1 ': 13.0}",1,"73 Bridge St, Brooklyn, NY 11201",40.7022222,-73.9844444,11201
Leña y Carbón Restaurant & Bar,4.5,247,"{'Rating 5 ': 206.0, 'Rating 4 ': 11.0, 'Rating 3 ': 7.0, 'Rating 2 ': 5.0, 'Rating 1 ': 18.0}",2,"414 Bergen St, Harrison, NJ 07029",40.7437634,-74.1552805,07029
Mamak House,4.4,286,"{'Rating 5 ': 205.0, 'Rating 4 ': 43.0, 'Rating 3 ': 15.0, 'Rating 2 ': 6.0, 'Rating 1 ': 17.0}",2,"250 NJ-440, Jersey City, NJ 07305",40.7052835,-74.0996135,07305
Los Charros Mexican Restaurant & Bar,4.2,17,"{'Rating 5 ': 13.0, 'Rating 4 ': 0.0, 'Rating 3 ': 1.0, 'Rating 2 ': 0.0, 'Rating 1 ': 3.0}",,"244 Port Richmond Ave, Staten Island, NY 10302",40.635352,-74.1354999,10302
Oriental Garden,4.4,204,"{'Rating 5 ': 152.0, 'Rating 4 ': 17.0, 'Rating 3 ': 14.0, 'Rating 2 ': 5.0, 'Rating 1 ': 16.0}",1,"586 Broadway, Passaic, NJ 07055",40.8489678,-74.1467856,07055
Kanoon Restaurant,4.2,863,"{'Rating 5 ': 591.0, 'Rating 4 ': 83.0, 'Rating 3 ': 47.0, 'Rating 2 ': 42.0, 'Rating 1 ': 100.0}",1,"349 Hazel St, Clifton, NJ 07011",40.8895559,-74.1602539,07011
Augustino's,4.4,283,"{'Rating 5 ': 213.0, 'Rating 4 ': 22.0, 'Rating 3 ': 12.0, 'Rating 2 ': 12.0, 'Rating 1 ': 24.0}",,"1104 Washington St, Hoboken, NJ 07030",40.7502738,-74.0272483,07030
Polleria Restaurant El Hornero,3.5,535,"{'Rating 5 ': 244.0, 'Rating 4 ': 78.0, 'Rating 3 ': 39.0, 'Rating 2 ': 33.0, 'Rating 1 ': 141.0}",2,"422 Kearny Ave, Kearny, NJ 07032",40.7652377,-74.14766,07032
Lezzet Restaurant,4.9,170,"{'Rating 5 ': 154.0, 'Rating 4 ': 11.0, 'Rating 3 ': 3.0, 'Rating 2 ': 0.0, 'Rating 1 ': 2.0}",,"925 Main St, Paterson, NJ 07503",40.8960529,-74.1604719,07503
Restaurant Yuu,4.4,79,"{'Rating 5 ': 66.0, 'Rating 4 ': 0.0, 'Rating 3 ': 1.0, 'Rating 2 ': 3.0, 'Rating 1 ': 9.0}",,"55 Nassau Ave, Brooklyn, NY 11222",40.723386,-73.952373,11222
Mishki Micuy Peruvian restaurant,4,29,"{'Rating 5 ': 18.0, 'Rating 4 ': 4.0, 'Rating 3 ': 1.0, 'Rating 2 ': 2.0, 'Rating 1 ': 4.0}",,"875 Post Ave, Staten Island, NY 10310",40.6310445,-74.1302615,10310
Bonanza Colombian Delights,4.3,620,"{'Rating 5 ': 412.0, 'Rating 4 ': 96.0, 'Rating 3 ': 40.0, 'Rating 2 ': 13.0, 'Rating 1 ': 59.0}",2,"342B Main St, Hackensack, NJ 07601",40.8890415,-74.0399966,07601
Master Kitchen Restaurant,4.7,24,"{'Rating 5 ': 19.0, 'Rating 4 ': 4.0, 'Rating 3 ': 0.0, 'Rating 2 ': 0.0, 'Rating 1 ': 1.0}",,"141 Passaic St, Passaic, NJ 07055",40.8621686,-74.1141547,07055
Marc Forgione,4.6,620,"{'Rating 5 ': 473.0, 'Rating 4 ': 91.0, 'Rating 3 ': 31.0, 'Rating 2 ': 11.0, 'Rating 1 ': 14.0}",3,"134 Reade St, New York, NY 10013",40.7164938,-74.0096073,10013
El Paraiso Restaurant Bar,4.3,78,"{'Rating 5 ': 59.0, 'Rating 4 ': 7.0, 'Rating 3 ': 1.0, 'Rating 2 ': 1.0, 'Rating 1 ': 10.0}",2,"191 5th Ave, Brooklyn, NY 11215",40.6767732,-73.9799942,11215
Lighthouse Family Restaurant and Diner,4.4,1158,"{'Rating 5 ': 720.0, 'Rating 4 ': 276.0, 'Rating 3 ': 90.0, 'Rating 2 ': 25.0, 'Rating 1 ': 47.0}",2,"669 Broadway, Bayonne, NJ 07002",40.6700641,-74.1133729,07002
Porchlight,4.4,922,"{'Rating 5 ': 546.0, 'Rating 4 ': 284.0, 'Rating 3 ': 55.0, 'Rating 2 ': 14.0, 'Rating 1 ': 23.0}",3,"271 11th Ave, New York, NY 10001",40.7520383,-74.0049906,10001
Island Vibes Jamaican Restaurant,3.4,35,"{'Rating 5 ': 18.0, 'Rating 4 ': 3.0, 'Rating 3 ': 1.0, 'Rating 2 ': 2.0, 'Rating 1 ': 11.0}",2,"14A Rose Ave, Jersey City, NJ 07305",40.6982558,-74.091855,07305
