CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
50117350,SONG TEA,Manhattan,488,7 AVENUE,10018,6466697802,Coffee/Tea,4/12/23,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual.  Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,27,,,4/23/24,Cycle Inspection / Initial Inspection,40.75253206,-73.98951494,105,03,010900,1014444,1007860042,MN17,
40634433,DUNKIN / BASKIN ROBBINS,Queens,24809,NORTHERN BOULEVARD,11362,7182250513,Donuts,9/26/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,9/26/23,4/23/24,Cycle Inspection / Initial Inspection,40.7672521,-73.73889445,411,19,147900,4169061,4081180040,QN45,
50120803,OLDE CITY CHEESESTEAKS & BREW,Manhattan,66,MADISON AVENUE,10016,7162085003,American,4/5/24,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,16,,,4/23/24,Cycle Inspection / Initial Inspection,40.74358925,-73.98600858,105,03,005600,1016888,1008570018,MN13,
50108077,MORENITO MAMBO RESTAURANT,Manhattan,4930,BROADWAY,10034,6463987700,Latin American,2/3/23,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,116,,,4/23/24,Cycle Inspection / Initial Inspection,40.8675271,-73.9216323,112,10,029300,1082051,1022350020,MN01,
50125219,DRAGON CHINA,Brooklyn,7917,3 AVENUE,11209,3479176266,Chinese,4/25/23,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,52,C,4/25/23,4/23/24,Cycle Inspection / Re-inspection,40.62836356,-74.02904394,310,47,006400,3150844,3059790004,BK31,
50011207,TEXAS CHICKEN,Manhattan,471,MALCOLM X BOULEVARD,10037,9174751715,Chicken,3/31/22,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,26,,,4/23/24,Cycle Inspection / Initial Inspection,40.81305597,-73.94163469,110,09,022600,1058227,1019180032,MN03,
41646302,EAST GARDEN,Queens,31-10,36 AVENUE,11106,7187291188,Chinese,4/9/24,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,40,,,4/23/24,Cycle Inspection / Initial Inspection,40.75648534,-73.92958169,401,26,005100,4007904,4006000030,QN68,
50060371,TASTE OF CHINA,Brooklyn,7824,20 AVENUE,11214,7182563838,Chinese,9/11/19,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,28,,,4/23/24,Cycle Inspection / Initial Inspection,40.60893949,-73.99375136,311,43,027400,3162263,3062620043,BK28,
50064881,SEAWALK RESTAURANT,Manhattan,261,DYCKMAN STREET,10034,2125689014,Caribbean,9/6/19,Violations were cited in the following area(s).,20E,Letter grade or Grade Pending card not conspicuously posted and visible to passersby.,Not Critical,,,,4/23/24,Administrative Miscellaneous / Initial Inspection,40.86657367,-73.92851378,112,10,029500,1065057,1022470001,MN01,
40384671,CHEZ JOSEPHINE,Manhattan,414,WEST   42 STREET,10036,2125941925,French,3/8/22,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,40,,,4/23/24,Cycle Inspection / Initial Inspection,40.75870531,-73.99332576,104,03,011500,1026332,1010510040,MN15,
50138977,Subway #62918,Brooklyn,6313,18 AVENUE,11204,9173887502,Sandwiches/Salads/Mixed Buffet,7/26/23,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,25,,,4/23/24,Pre-permit (Operational) / Initial Inspection,40.61998692,-73.9892945,311,43,024800,3133137,3055400004,BK28,
50111647,OVERGREENS,Brooklyn,192,PROSPECT PARK WEST,11215,6467551043,Salads,7/12/23,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,23,,,4/23/24,Pre-permit (Operational) / Initial Inspection,40.66126989,-73.9797327,306,39,016700,3330615,3011030042,BK37,
50001148,MCDONALD'S,Manhattan,148,WEST  125 STREET,10027,6469983697,Hamburgers,5/24/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,12,A,5/24/23,4/23/24,Cycle Inspection / Initial Inspection,40.80853813,-73.94733536,110,09,022200,1057835,1019090057,MN11,
50108172,NARUTO RAMEN,Brooklyn,276,5 AVENUE,11215,3472497683,Asian/Asian Fusion,4/18/24,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,29,,,4/23/24,Cycle Inspection / Initial Inspection,40.67429973,-73.98203597,306,39,013300,3020594,3009640041,BK37,
41122435,JIMBO'S BURGER PALACE,Manhattan,535,LENOX AVENUE,10037,2124918680,American,8/6/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,18,,,4/23/24,Cycle Inspection / Initial Inspection,40.81530581,-73.93998891,110,09,022800,1058337,1019210036,MN03,
50010073,LA EXCELENCIA EMPANADAS MONUMENTAL,Manhattan,522,WEST  207 STREET,10034,2125675241,Spanish,6/7/22,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,37,,,4/23/24,Cycle Inspection / Initial Inspection,40.86517622,-73.91961405,112,10,029300,1064780,1022220025,MN01,
50112574,BONBON LAKAY,Brooklyn,351,5 AVENUE,11215,3474576551,Caribbean,10/12/22,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,51,,,4/23/24,Pre-permit (Operational) / Initial Inspection,40.67181052,-73.98408784,306,39,013500,3021176,3009850003,BK37,
50087744,JOE'S PIZZA,Manhattan,124,FULTON STREET,10038,2122670860,Pizza,4/11/23,Violations were cited in the following area(s).,10A,"Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.",Not Critical,36,,,4/23/24,Cycle Inspection / Initial Inspection,40.71015311,-74.00764686,101,01,001502,1001205,1000780043,MN25,
50136418,99 CENT FRESH PIZZA,Manhattan,71,2 AVENUE,10003,2129673310,Pizza,7/19/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,7/19/23,4/23/24,Pre-permit (Operational) / Re-inspection,40.72632504,-73.98933147,103,02,003800,1006596,1004600041,MN22,
41490544,BAR PITTI,Manhattan,268,6 AVENUE,10014,2129823300,Italian,5/23/23,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,22,B,5/23/23,4/23/24,Cycle Inspection / Re-inspection,40.7293228,-74.00235606,102,03,006500,1008297,1005260016,MN23,
50100549,RITZ DINER,Manhattan,1133,1 AVENUE,10065,2123194993,American,8/19/21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,42,,,4/23/24,Pre-permit (Operational) / Compliance Inspection,40.76157522,-73.9605376,108,05,011000,1044371,1014370025,MN31,
40569838,GLEN ROY BAR AND GRILL,Bronx,145,EAST  149 STREET,10451,7189939804,American,3/8/22,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,24,,,4/23/24,Cycle Inspection / Initial Inspection,40.81874634,-73.92802703,204,08,006300,2001062,2023470038,BX63,
41385076,TEN TAN,Bronx,3507,DEKALB AVENUE,10467,7182318883,Chinese,12/21/23,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,55,Z,12/21/23,4/23/24,Cycle Inspection / Re-inspection,40.88260657,-73.88017046,207,11,043100,2017788,2033280001,BX43,
50066129,GYRO CAFE,Brooklyn,580,CONEY ISLAND AVENUE,11218,7184380860,Pakistani,8/23/21,Violations were cited in the following area(s).,05F,Insufficient or no refrigerated or hot holding equipment to keep potentially hazardous foods at required temperatures.,Critical,98,,,4/23/24,Cycle Inspection / Initial Inspection,40.64321258,-73.96994783,312,40,049200,3125633,3053610011,BK41,
50110621,LA FLOR DE IZUCAR CAFE,Brooklyn,4021,5 AVENUE,11232,3475984108,Spanish,5/5/23,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,18,B,5/5/23,4/23/24,Cycle Inspection / Re-inspection,40.65053126,-74.00465247,307,38,008800,3017966,3009170002,BK34,
50099183,L'ANGELETTO RESTAURANT,Manhattan,327,2 AVENUE,10003,2122539600,Italian,3/26/24,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,12,A,3/26/24,4/23/24,Cycle Inspection / Re-inspection,40.7353408,-73.9827736,106,02,004800,1019591,1008990032,MN21,
50015846,LA RUANA PAISA,Queens,9203,37TH AVE,11372,7185078191,Latin American,9/10/21,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,10,A,9/10/21,4/23/24,Cycle Inspection / Initial Inspection,40.75074333,-73.8748612,403,25,027500,4036100,4014660039,QN28,
50044219,SUSHI ZO,Manhattan,88,WEST    3 STREET,10012,6464054826,Japanese,11/1/19,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8,A,11/1/19,4/23/24,Cycle Inspection / Re-inspection,40.72987451,-73.9990186,102,02,006500,1008672,1005390016,MN23,
40393977,TONY'S PIZZA II,Brooklyn,1107,RUTLAND ROAD,11212,7189538163,Pizza,3/28/23,Violations were cited in the following area(s).,08B,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",Not Critical,13,A,3/28/23,4/23/24,Cycle Inspection / Re-inspection,40.66473183,-73.92321958,317,41,089200,3099560,3046000040,BK81,
50101797,DREAMERS COFFEE,Manhattan,54,HENRY STREET,10002,3474815351,Coffee/Tea,8/17/23,Violations were cited in the following area(s).,04O,Live animal other than fish in tank or service animal present in facility’s food or non-food area.,Critical,15,,,4/23/24,Cycle Inspection / Initial Inspection,40.71294195,-73.99523133,103,01,000800,1003343,1002770031,MN27,
50092810,Q'CCAFFE,Bronx,2344,ARTHUR AVENUE,10458,9174944447,Coffee/Tea,4/15/24,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,25,,,4/23/24,Cycle Inspection / Initial Inspection,40.8542401,-73.8886733,206,15,039100,2012125,2030730013,BX06,
50051743,ORCHARD BEACH SNACK BAR SECTION 10,Bronx,1,ORCHARD BEACH ROAD,10464,6462294471,Coffee/Tea,6/15/19,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,8,A,6/15/19,4/23/24,Cycle Inspection / Initial Inspection,40.86515325,-73.8028385,228,13,050400,2000000,2056500001,BX99,
50004620,SAKETUMI,Brooklyn,118,MONTAGUE STREET,11201,7188558688,Asian/Asian Fusion,11/17/22,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,11/17/22,4/23/24,Cycle Inspection / Re-inspection,40.69490055,-73.99475661,302,33,000501,3002064,3002480033,BK09,
41072888,ROSELLA'S PIZZERIA,Manhattan,164,WILLIAM STREET,10038,2126128260,Pizza,5/16/23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,26,,,4/23/24,Cycle Inspection / Initial Inspection,40.71022733,-74.00575319,101,01,001501,1001282,1000930024,MN25,
50101598,SUBWAY,Queens,4506,64TH ST,11377,7189255338,Sandwiches,6/6/22,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,58,,,4/23/24,Cycle Inspection / Initial Inspection,40.74009785,-73.90172595,402,26,024500,,4,QN63,
40732665,KATZ'S DELICATESSEN,Manhattan,205,EAST HOUSTON STREET,10002,2122542246,Sandwiches,3/29/23,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,19,,,4/23/24,Cycle Inspection / Initial Inspection,40.72250412,-73.98730096,103,01,003001,1005399,1004120021,MN27,
40763629,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Brooklyn,1862,NOSTRAND AVENUE,11226,3472952799,Caribbean,2/22/22,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,12,A,2/22/22,4/23/24,Cycle Inspection / Re-inspection,40.64033388,-73.94845951,317,45,082800,3120524,3052160018,BK95,
50123243,Tiptara Thai,Manhattan,213,EAST BROADWAY,10002,6464102222,Thai,10/31/23,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,8,A,10/31/23,4/23/24,Cycle Inspection / Initial Inspection,40.71426984,-73.98750093,103,01,000600,1003698,1002850019,MN28,
50081217,STANLEY COFFEE SHOP,Brooklyn,675,STANLEY AVENUE,11207,7186496228,Spanish,5/18/23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,28,,,4/23/24,Cycle Inspection / Initial Inspection,40.65937383,-73.8838709,305,42,110400,3097683,3043530031,BK82,
50091821,DOMINO'S,Bronx,1351,WEBSTER AVENUE,10456,7185374700,Pizza,10/26/21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,23,,,4/23/24,Cycle Inspection / Initial Inspection,40.83525536,-73.90795963,204,16,017702,2009309,2028870165,BX14,
50000705,ANARKALI INDIAN FOOD,Brooklyn,1125,CHURCH AVENUE,11218,7182822200,Indian,4/12/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,17,,,4/23/24,Cycle Inspection / Initial Inspection,40.64710169,-73.96903076,314,40,050600,3116374,3050720031,BK42,
50006761,COSZCAL DE ALLENDE RESTAURANT,Brooklyn,6824,3 AVENUE,11220,7189213523,Mexican,2/16/23,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,20,,,4/23/24,Cycle Inspection / Initial Inspection,40.63625284,-74.02584072,310,47,006800,3145152,3058620051,BK31,
50135958,GOLD COFFEE,Manhattan,491,3 AVENUE,10016,9144338100,Coffee/Tea,9/7/23,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,8,A,9/7/23,4/23/24,Pre-permit (Operational) / Re-inspection,40.74520475,-73.97848365,106,04,007000,1020103,1009140001,MN20,
50002693,B&W DELI GROCERY,Manhattan,373,west 34th st,10001,9173882601,American,8/31/21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,30,,,4/23/24,Cycle Inspection / Initial Inspection,40.75298533,-73.99534756,104,03,011100,,1,MN13,
50037659,BLUE MEZCAL,Brooklyn,758,5 AVENUE,11232,7184992348,American,2/27/23,Violations were cited in the following area(s).,28-01,"Nuisance created or allowed to exist. Facility not free from unsafe, hazardous, offensive or annoying condition.",Not Critical,,,,4/23/24,Administrative Miscellaneous / Re-inspection,40.65846097,-73.99643184,307,38,010100,3336879,3006580030,BK32,
50034055,WRAP N ROLL,Brooklyn,1119,QUENTIN ROAD,11229,7189987771,Jewish/Kosher,4/12/22,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,27,,,4/23/24,Cycle Inspection / Initial Inspection,40.60787376,-73.96168763,315,48,055400,3320968,3067740040,BK25,
50034871,HO'BRAH A TACO JOINT,Staten Island,412,FOREST AVENUE,10301,7184428226,Tex-Mex,7/13/22,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,25,,,4/23/24,Cycle Inspection / Initial Inspection,40.63084869,-74.10320319,501,49,005900,5106726,5002530006,SI35,
50097461,NEW CAMERON BAKERY,Manhattan,242,CANAL STREET,10013,2126609889,Bakery Products/Desserts,8/9/23,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,59,C,8/9/23,4/23/24,Cycle Inspection / Re-inspection,40.71812417,-74.00012987,101,01,003100,1002361,1001970025,MN24,
50005067,AMERICAN WHISKEY,Manhattan,247,WEST   30 STREET,10001,2129671070,American,5/9/22,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,28,,,4/23/24,Cycle Inspection / Initial Inspection,40.74904378,-73.99381396,105,03,010100,1014339,1007800013,MN17,
50137992,Zula,Brooklyn,3052,WEST   21 STREET,11224,7188912708,Turkish,6/29/23,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,34,N,,4/23/24,Pre-permit (Operational) / Initial Inspection,40.57349278,-73.98744099,313,47,035200,3189655,3070710130,BK21,
40880194,TOURNESOL,Queens,5012,VERNON BOULEVARD,11101,7184724355,French,7/29/21,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,21,,,4/23/24,Cycle Inspection / Initial Inspection,40.74256264,-73.95417581,402,26,000700,4430568,4000330004,QN31,
50105498,DENGJI IIII RESTAURANT,Queens,4009,PRINCE ST,11354,9292642645,Chinese,11/10/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,22,,,4/23/24,Pre-permit (Operational) / Initial Inspection,40.75882381,-73.8318224,407,20,087100,4438131,4050360058,QN22,
40739276,LATIN AMERICAN RESTAURANT,Manhattan,29,WEST   26 STREET,10010,2126892570,Latin American,9/22/23,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,9/22/23,4/23/24,Cycle Inspection / Re-inspection,40.74410841,-73.98975085,105,03,005800,1015638,1008280016,MN13,
50047328,KORYODANG BAKERY & CAFE,Queens,3702,UNION ST,11354,3472386246,American,4/24/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,14,B,4/24/23,4/23/24,Cycle Inspection / Re-inspection,40.76228397,-73.82746376,407,20,087100,4112479,4049780025,QN22,
40887208,ALMA,Brooklyn,187,COLUMBIA STREET,11231,7186435400,Mexican,1/12/23,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,39,C,1/12/23,4/23/24,Cycle Inspection / Re-inspection,40.68562057,-74.00239778,306,39,005100,3395741,3003300010,BK33,
50116588,BUENO DELI & FOODS,Brooklyn,10013,FOSTER AVENUE,11236,5167109374,Spanish,4/21/22,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,66,C,4/21/22,4/23/24,Pre-permit (Operational) / Re-inspection,40.64988669,-73.90329363,318,42,109800,3228737,3081330001,BK82,
41685823,ATOMIC WINGS,Manhattan,311,BROADWAY,10007,2125717667,Chicken,3/22/22,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,26,,,4/23/24,Cycle Inspection / Initial Inspection,40.71549457,-74.00520533,101,01,003300,1001658,1001510031,MN24,
50064941,MR WISH,Queens,8062,LEFFERTS BLVD,11415,3477847172,"Juice, Smoothies, Fruit Salads",7/14/22,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,11,A,7/14/22,4/23/24,Cycle Inspection / Initial Inspection,40.7092969,-73.82976923,409,29,077500,4079723,4033370083,QN60,
41636395,PRINCE ST PIZZA,Manhattan,27,PRINCE STREET,10012,2129664100,Pizza,8/25/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,14,,,4/23/24,Cycle Inspection / Initial Inspection,40.72292739,-73.99463895,102,01,004300,1007913,1005080051,MN24,
50106994,JU-GO JUICE BAR,Queens,4154,52ND ST,11377,3474890277,"Juice, Smoothies, Fruit Salads",6/21/22,Violations were cited in the following area(s).,10J,Hand wash sign not posted,Not Critical,45,,,4/23/24,Pre-permit (Operational) / Initial Inspection,40.74556293,-73.91220542,402,26,025302,4030753,4013140050,QN31,
50104168,LOBBY COFFEE,Manhattan,240,E GREENWICH ST,10007,2128152250,Coffee/Tea,4/22/22,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,12,A,4/22/22,4/23/24,Pre-permit (Operational) / Initial Inspection,40.7140476,-74.01161165,101,01,002100,,1,MN24,
50058219,HAN JOO BBQ CYCJ,Queens,4106,149TH PL,11355,7183596888,Korean,10/1/19,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,27,,,4/23/24,Cycle Inspection / Initial Inspection,40.76211309,-73.81468897,407,20,116700,4447126,4050540032,QN51,
50128003,QUIET BAR & BISTRO,Bronx,535,EAST TREMONT AVENUE,10457,6314522717,Latin American,3/16/23,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,39,,,4/23/24,Pre-permit (Operational) / Initial Inspection,40.84661653,-73.89592222,206,15,037504,2011820,2030600001,BX17,
41241627,MCDONALD'S,Bronx,1749,UNIVERSITY AVENUE,10453,3478682016,Hamburgers,3/4/24,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,26,,,4/23/24,Cycle Inspection / Initial Inspection,40.85011601,-73.91596708,205,14,021501,2009018,2028780206,BX36,
50133374,MARRAKECH,Brooklyn,160,HAVEMEYER STREET,11211,7185763821,Moroccan,5/31/23,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,7,A,5/31/23,4/23/24,Pre-permit (Operational) / Initial Inspection,40.71135326,-73.95770343,301,34,052300,3063152,3024200022,BK73,
50046234,GIA LAM II,Brooklyn,5414,8 AVENUE,11220,7185670800,Southeast Asian,7/6/22,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,27,,,4/23/24,Cycle Inspection / Initial Inspection,40.63873687,-74.00619739,307,43,010600,3014821,3008260043,BK34,
50053555,LENWICH 68TH,Manhattan,1269,1 AVENUE,10065,2122880852,Sandwiches,10/6/22,Violations were cited in the following area(s).,02H,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2  hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,10,A,10/6/22,4/23/24,Cycle Inspection / Re-inspection,40.76549921,-73.95769057,108,05,011800,1044759,1014430025,MN31,
50103313,SABOR DE MI TIERRA RESTAURANT,Bronx,1712,UNIVERSITY AVENUE,10453,3472695549,Latin American,9/24/21,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,10,A,9/24/21,4/23/24,Pre-permit (Operational) / Initial Inspection,40.84861337,-73.91801844,205,14,021502,2008833,2028760102,BX36,
50086438,HARBOR FITNESS,Brooklyn,9215,4 AVENUE,11209,7182389400,"Juice, Smoothies, Fruit Salads",11/17/22,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,21,B,11/17/22,4/23/24,Cycle Inspection / Re-inspection,40.61795227,-74.03031811,310,47,005800,3155317,3061080017,BK31,
41633327,THE CHURCHILL TAVERN,Manhattan,45,EAST   28 STREET,10016,6464768419,English,1/22/20,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,14,,,4/23/24,Cycle Inspection / Initial Inspection,40.74377578,-73.98513881,105,02,007400,1016906,1008580034,MN17,
40560823,LENA'S RESTAURANT,Bronx,206,EAST  198 STREET,10458,7182955330,Latin American,3/3/22,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,3/3/22,4/23/24,Cycle Inspection / Initial Inspection,40.86988961,-73.89054524,207,15,040302,2017146,2033040126,BX05,
50086813,HILLS KITCHEN,Brooklyn,252,KNICKERBOCKER AVENUE,11237,9294808775,African,1/24/22,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,69,,,4/23/24,Cycle Inspection / Re-inspection,40.70259996,-73.92504402,304,34,042900,3072739,3031970031,BK77,
40515702,STARBUCKS,Manhattan,78,SPRING STREET,10012,2122192961,Coffee/Tea,5/3/22,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,33,,,4/23/24,Cycle Inspection / Initial Inspection,40.72259538,-73.99785703,102,01,004500,1007214,1004820016,MN24,
